soltu_id,pgsc_id,evalue
Soltu.DM.03G019760.1,PGSC0003DMC400021273,0.0
Soltu.DM.10G016030.4,PGSC0003DMC400013641,0.0
Soltu.DM.01G005140.2,PGSC0003DMC400018570,0.0
Soltu.DM.06G005810.1,PGSC0003DMC400065381,1e-118
Soltu.DM.05G007940.3,PGSC0003DMC400041500,5e-18
Soltu.DM.08G008270.1,PGSC0003DMC400038481,1e-161
Soltu.DM.07G003580.1,PGSC0003DMC400053867,0.0
Soltu.DM.12G004590.1,PGSC0003DMC400051033,0.0
Soltu.DM.06G028420.1,PGSC0003DMC400046919,0.0
Soltu.DM.08G004670.1,PGSC0003DMC400010262,0.0
Soltu.DM.04G004410.1,PGSC0003DMC400054636,0.0
Soltu.DM.06G011710.1,PGSC0003DMC400011756,1e-159
Soltu.DM.12G009600.2,PGSC0003DMC400056125,0.0
Soltu.DM.12G013970.1,PGSC0003DMC400006004,1e-158
Soltu.DM.06G024510.1,,Error
Soltu.DM.01G027600.1,PGSC0003DMC400012176,0.0
Soltu.DM.10G030340.1,PGSC0003DMC400012782,0.0
Soltu.DM.12G022950.1,PGSC0003DMC400024308,0.0
Soltu.DM.09G018850.2,PGSC0003DMC400015065,0.0
Soltu.DM.09G019810.1,PGSC0003DMC400034762,6e-23
Soltu.DM.09G013480.1,PGSC0003DMC400065839,1e-103
Soltu.DM.08G024480.1,PGSC0003DMC400044504,1e-72
Soltu.DM.04G031840.1,,Error
Soltu.DM.01G025200.1,PGSC0003DMC400058498,0.0
Soltu.DM.06G020500.1,PGSC0003DMC400054571,0.0
Soltu.DM.11G012940.1,PGSC0003DMC400011808,7e-13
Soltu.DM.06G027960.2,PGSC0003DMC400054949,2e-55
Soltu.DM.02G032870.2,PGSC0003DMC400001046,0.0
Soltu.DM.05G000780.1,PGSC0003DMC400049230,0.0
Soltu.DM.05G026440.1,PGSC0003DMC400040389,1e-116
Soltu.DM.02G020030.6,PGSC0003DMC400028794,0.0
Soltu.DM.11G003900.2,PGSC0003DMC400028374,0.0
Soltu.DM.09G015450.1,,Error
Soltu.DM.06G014940.1,PGSC0003DMC400028427,1e-157
Soltu.DM.06G002590.1,PGSC0003DMC400035880,0.0
Soltu.DM.07G000750.1,PGSC0003DMC400019778,0.0
Soltu.DM.03G025280.1,PGSC0003DMC400026702,1e-132
Soltu.DM.05G006110.2,PGSC0003DMC400039953,1e-156
Soltu.DM.07G014940.1,PGSC0003DMC400030437,0.0
Soltu.DM.06G005050.1,PGSC0003DMC400034291 Galactosyltransferase family protein,1e-168
Soltu.DM.08G004990.2,PGSC0003DMC400010282,0.0
Soltu.DM.11G002180.1,PGSC0003DMC400004305,0.0
Soltu.DM.08G010310.1,PGSC0003DMC400001840,0.0
Soltu.DM.05G011500.1,PGSC0003DMC400026240,0.0
Soltu.DM.08G000550.5,PGSC0003DMC400022075,1e-156
Soltu.DM.02G018010.1,PGSC0003DMC400038783,0.0
Soltu.DM.07G019070.1,PGSC0003DMC400032048,1e-129
Soltu.DM.06G014810.1,PGSC0003DMC400028447,0.0
Soltu.DM.06G008370.1,PGSC0003DMC400002610,2e-38
Soltu.DM.06G009260.4,PGSC0003DMC400011711,0.0
Soltu.DM.07G023490.1,PGSC0003DMC400064840,0.0
Soltu.DM.11G016670.1,PGSC0003DMC400058552,3e-72
Soltu.DM.05G004190.1,PGSC0003DMC400067940,1e-173
Soltu.DM.05G005100.1,PGSC0003DMC400032096,0.0
Soltu.DM.01G041640.1,PGSC0003DMC400031803,0.0
Soltu.DM.06G014100.1,PGSC0003DMC400052622,0.0
Soltu.DM.10G001420.1,PGSC0003DMC400062948,0.0
Soltu.DM.08G027950.1,PGSC0003DMC400021569,0.0
Soltu.DM.04G031720.1,PGSC0003DMC400008844,0.0
Soltu.DM.02G011080.1,PGSC0003DMC400016667 Conserved gene of unknown function,0.0
Soltu.DM.09G000700.2,PGSC0003DMC400035294,1e-141
Soltu.DM.01G023770.1,PGSC0003DMC400007746,0.0
Soltu.DM.06G009120.1,PGSC0003DMC400041202,0.0
Soltu.DM.12G029540.1,PGSC0003DMC400026847,0.0
Soltu.DM.02G030440.1,PGSC0003DMC400002502,1e-173
Soltu.DM.07G012130.4,PGSC0003DMC400031390 Abscisic insensitive 1B,0.0
Soltu.DM.01G032930.1,PGSC0003DMC400063596,0.0
Soltu.DM.06G028100.1,PGSC0003DMC400046949,0.0
Soltu.DM.02G009940.1,PGSC0003DMC400012282,0.0
Soltu.DM.02G023710.2,PGSC0003DMC400006514,0.0
Soltu.DM.10G025910.4,PGSC0003DMC400049041,0.0
Soltu.DM.11G017120.1,,Error
Soltu.DM.03G031610.1,PGSC0003DMC400024850,1e-114
Soltu.DM.09G012180.1,PGSC0003DMC400007792,2e-36
Soltu.DM.08G018690.2,,Error
Soltu.DM.09G020930.1,PGSC0003DMC400034560,0.0
Soltu.DM.07G027230.4,PGSC0003DMC400038603,0.0
Soltu.DM.02G007830.1,PGSC0003DMC400046363,0.0
Soltu.DM.02G023470.1,PGSC0003DMC400006561,0.0
Soltu.DM.02G004490.1,PGSC0003DMC400037188,0.0
Soltu.DM.10G016680.1,PGSC0003DMC400007848,0.0
Soltu.DM.12G022220.3,PGSC0003DMC400037787,0.0
Soltu.DM.09G024340.3,PGSC0003DMC400052396,0.0
Soltu.DM.04G008850.1,PGSC0003DMC400040789,0.0
Soltu.DM.05G008710.1,,Error
Soltu.DM.09G012230.1,PGSC0003DMC400059287,5e-76
Soltu.DM.05G009060.1,PGSC0003DMC400023850,0.0
Soltu.DM.02G020320.1,,Error
Soltu.DM.09G001030.1,PGSC0003DMC400035367,0.0
Soltu.DM.12G021660.2,PGSC0003DMC400048466,0.0
Soltu.DM.03G022610.1,PGSC0003DMC400016057,0.0
Soltu.DM.06G030080.2,PGSC0003DMC400012630,0.0
Soltu.DM.12G015530.1,PGSC0003DMC400029288,0.0
Soltu.DM.01G030310.1,PGSC0003DMC400003050,0.0
Soltu.DM.05G013010.1,PGSC0003DMC400060266,0.0
Soltu.DM.05G027170.1,PGSC0003DMC400040316,0.0
Soltu.DM.10G003740.3,PGSC0003DMC400035461,1e-99
Soltu.DM.08G010610.1,PGSC0003DMC400021785,4e-30
Soltu.DM.01G025140.5,PGSC0003DMC400015935,0.0
Soltu.DM.05G026260.1,PGSC0003DMC400040411,5e-26
Soltu.DM.03G035120.1,PGSC0003DMC400004554,0.0
Soltu.DM.07G018680.1,PGSC0003DMC400045361,0.0
Soltu.DM.12G001870.4,PGSC0003DMC400008153,0.0
Soltu.DM.07G015810.3,PGSC0003DMC400010864,0.0
Soltu.DM.08G028880.1,PGSC0003DMC400021485,0.0
Soltu.DM.06G018430.2,PGSC0003DMC400046219,0.0
Soltu.DM.01G034250.1,PGSC0003DMC400000163,0.0
Soltu.DM.07G003410.1,PGSC0003DMC400053810,0.0
Soltu.DM.05G012150.1,PGSC0003DMC400034409,0.0
Soltu.DM.02G015600.1,PGSC0003DMC400049467,0.0
Soltu.DM.09G014670.2,PGSC0003DMC400035255,0.0
Soltu.DM.05G020730.1,PGSC0003DMC400012435,0.0
Soltu.DM.08G017430.2,PGSC0003DMC400019151,0.0
Soltu.DM.09G030890.1,PGSC0003DMC400029052,0.0
Soltu.DM.05G005340.2,PGSC0003DMC400032076,0.0
Soltu.DM.07G005230.1,PGSC0003DMC400014971,0.0
Soltu.DM.12G024470.2,PGSC0003DMC400035920,0.0
Soltu.DM.01G012310.1,PGSC0003DMC400062596,1e-14
Soltu.DM.11G010920.1,PGSC0003DMC400023857,2e-42
Soltu.DM.02G032370.2,PGSC0003DMC400002527,0.0
Soltu.DM.04G024590.1,PGSC0003DMC400043937,0.0
Soltu.DM.01G050240.1,PGSC0003DMC400009815,0.0
Soltu.DM.04G025380.1,PGSC0003DMC400043035,0.0
Soltu.DM.06G001050.1,PGSC0003DMC400009442,0.0
Soltu.DM.02G012510.1,PGSC0003DMC400036649,0.0
Soltu.DM.07G015730.1,PGSC0003DMC400010894,0.0
Soltu.DM.07G004160.1,,Error
Soltu.DM.02G010130.1,,Error
Soltu.DM.03G032350.2,PGSC0003DMC400025069,0.0
Soltu.DM.06G023060.1,PGSC0003DMC400028903,0.0
Soltu.DM.03G007130.1,PGSC0003DMC400043654,2e-85
Soltu.DM.06G027690.1,PGSC0003DMC400001803,0.0
Soltu.DM.11G021710.1,PGSC0003DMC400013096,0.0
Soltu.DM.04G002910.1,PGSC0003DMC400033147,0.0
Soltu.DM.06G030420.1,PGSC0003DMC400021241,0.0
Soltu.DM.01G004480.1,PGSC0003DMC400055378,1e-54
Soltu.DM.01G038400.1,PGSC0003DMC400049794,0.0
Soltu.DM.07G012660.1,PGSC0003DMC400007505,2e-07
Soltu.DM.04G018570.1,,Error
Soltu.DM.09G010870.1,PGSC0003DMC400021360,2e-78
Soltu.DM.04G028210.1,PGSC0003DMC400054272,0.0
Soltu.DM.08G001170.4,PGSC0003DMC400003343,2e-89
Soltu.DM.04G008720.1,PGSC0003DMC400040873 Kinase interacting protein 1,0.0
Soltu.DM.03G029370.1,,Error
Soltu.DM.12G021500.3,PGSC0003DMC400022782,0.0
Soltu.DM.02G023280.1,PGSC0003DMC400006415,0.0
Soltu.DM.08G023820.1,PGSC0003DMC400045553,0.0
Soltu.DM.10G026320.2,PGSC0003DMC400049014,0.0
Soltu.DM.06G004490.2,PGSC0003DMC400019212,0.0
Soltu.DM.03G020750.1,PGSC0003DMC400005678,0.0
Soltu.DM.01G043130.3,PGSC0003DMC400041114,0.0
Soltu.DM.04G023860.1,PGSC0003DMC400054342,1e-119
Soltu.DM.10G019760.1,PGSC0003DMC400033229,0.0
Soltu.DM.09G004710.3,PGSC0003DMC400023007,0.0
Soltu.DM.S001210.1,,Error
Soltu.DM.09G022880.1,PGSC0003DMC400055139,0.0
Soltu.DM.01G051610.1,PGSC0003DMC400032507,0.0
Soltu.DM.11G007300.2,PGSC0003DMC400003589,0.0
Soltu.DM.12G029480.1,PGSC0003DMC400026916,0.0
Soltu.DM.07G001970.2,PGSC0003DMC400047784,1e-101
Soltu.DM.02G013020.1,PGSC0003DMC400036729,1e-175
Soltu.DM.12G000190.1,PGSC0003DMC400007632,0.0
Soltu.DM.11G023950.1,PGSC0003DMC400032388,0.0
Soltu.DM.12G009070.1,PGSC0003DMC400013357,1e-06
Soltu.DM.10G030370.4,PGSC0003DMC400012785,0.0
Soltu.DM.12G010350.1,,Error
Soltu.DM.06G017920.1,PGSC0003DMC400024361,0.0
Soltu.DM.06G006310.6,PGSC0003DMC400011892,0.0
Soltu.DM.01G045280.2,PGSC0003DMC400056077,0.0
Soltu.DM.06G027910.3,PGSC0003DMC400046771,0.0
Soltu.DM.03G006900.1,PGSC0003DMC400066380,2e-43
Soltu.DM.02G026980.2,PGSC0003DMC400053411,0.0
Soltu.DM.09G025140.1,PGSC0003DMC400052543,0.0
Soltu.DM.08G013930.1,PGSC0003DMC400024422,1e-124
Soltu.DM.02G026720.1,PGSC0003DMC400053301,0.0
Soltu.DM.06G010460.1,PGSC0003DMC400066490,1e-140
Soltu.DM.12G000710.1,PGSC0003DMC400041269,0.0
Soltu.DM.05G015920.1,,Error
Soltu.DM.01G017170.1,PGSC0003DMC400037272,0.0
Soltu.DM.12G007330.1,PGSC0003DMC400029634,0.0
Soltu.DM.03G025220.2,PGSC0003DMC400026588,0.0
Soltu.DM.10G003920.1,PGSC0003DMC400037854,0.0
Soltu.DM.05G020680.1,PGSC0003DMC400029328,2e-06
Soltu.DM.07G009680.1,,Error
Soltu.DM.01G048680.1,,Error
Soltu.DM.02G011090.1,PGSC0003DMC400016642,0.0
Soltu.DM.12G004530.2,,Error
Soltu.DM.10G002700.2,PGSC0003DMC400036930,0.0
Soltu.DM.07G006630.1,PGSC0003DMC400007337,0.0
Soltu.DM.12G010510.1,PGSC0003DMC400013408,1e-139
Soltu.DM.07G018820.1,PGSC0003DMC400068771,1e-126
Soltu.DM.08G015630.1,,Error
Soltu.DM.05G024870.1,PGSC0003DMC400040747,0.0
Soltu.DM.10G021710.1,PGSC0003DMC400048655,0.0
Soltu.DM.07G007440.1,,Error
Soltu.DM.11G010180.1,PGSC0003DMC400016244,0.0
Soltu.DM.05G010530.1,PGSC0003DMC400025501,7e-68
Soltu.DM.12G014680.1,PGSC0003DMC400062565,1e-105
Soltu.DM.08G001170.2,PGSC0003DMC400003343,1e-87
Soltu.DM.04G012620.1,PGSC0003DMC400062369,0.0
Soltu.DM.01G018530.1,,Error
Soltu.DM.05G013480.4,PGSC0003DMC400026319,0.0
Soltu.DM.12G017390.1,PGSC0003DMC400058534,2e-15
Soltu.DM.05G008390.2,PGSC0003DMC400053951,0.0
Soltu.DM.07G017430.1,PGSC0003DMC400018740,1e-23
Soltu.DM.01G042870.1,PGSC0003DMC400041186,0.0
Soltu.DM.03G034100.1,PGSC0003DMC400010114,0.0
Soltu.DM.11G006040.1,PGSC0003DMC400033889,0.0
Soltu.DM.08G003770.1,PGSC0003DMC400048420,1e-120
Soltu.DM.04G024050.2,PGSC0003DMC400034230,0.0
Soltu.DM.10G025470.1,PGSC0003DMC400049076,1e-139
Soltu.DM.06G035120.2,PGSC0003DMC400041566,0.0
Soltu.DM.06G028050.9,PGSC0003DMC400046758,0.0
Soltu.DM.11G026730.2,,Error
Soltu.DM.06G010600.2,PGSC0003DMC400042280,0.0
Soltu.DM.03G008110.1,PGSC0003DMC400019421,9e-65
Soltu.DM.06G024560.1,PGSC0003DMC400025060,0.0
Soltu.DM.01G018770.1,PGSC0003DMC400027959,0.0
Soltu.DM.07G027340.1,PGSC0003DMC400018510,9e-08
Soltu.DM.08G011450.2,PGSC0003DMC400027785,1e-129
Soltu.DM.12G026250.1,PGSC0003DMC400005227,0.0
Soltu.DM.05G010950.1,PGSC0003DMC400030505,0.0
Soltu.DM.07G000530.1,PGSC0003DMC400019761 Reticulon B21,0.0
Soltu.DM.01G046980.3,PGSC0003DMC400044645,0.0
Soltu.DM.01G032630.5,PGSC0003DMC400000013,0.0
Soltu.DM.03G002560.1,PGSC0003DMC400008993,0.0
Soltu.DM.07G003520.1,PGSC0003DMC400053825,0.0
Soltu.DM.11G011460.1,PGSC0003DMC400054898,1e-60
Soltu.DM.10G001740.1,PGSC0003DMC400025365,0.0
Soltu.DM.01G045980.1,PGSC0003DMC400059978,0.0
Soltu.DM.04G025630.3,PGSC0003DMC400043015,0.0
Soltu.DM.01G027700.1,PGSC0003DMC400012182,0.0
Soltu.DM.09G016210.1,PGSC0003DMC400044499,9e-23
Soltu.DM.10G016160.1,PGSC0003DMC400023911,2e-11
Soltu.DM.03G013250.1,PGSC0003DMC400048208,0.0
Soltu.DM.06G018470.1,PGSC0003DMC400003773,0.0
Soltu.DM.06G029050.2,,Error
Soltu.DM.01G029290.2,PGSC0003DMC400003210,0.0
Soltu.DM.11G018660.3,PGSC0003DMC400055547,0.0
Soltu.DM.06G008550.1,,Error
Soltu.DM.02G009470.1,PGSC0003DMC400043626,0.0
Soltu.DM.03G027300.1,PGSC0003DMC400023323,0.0
Soltu.DM.03G018190.1,PGSC0003DMC400055509,0.0
Soltu.DM.04G003900.1,PGSC0003DMC400051294,0.0
Soltu.DM.10G003430.1,PGSC0003DMC400036878,0.0
Soltu.DM.05G004340.1,PGSC0003DMC400053205,0.0
Soltu.DM.02G006770.1,PGSC0003DMC400007966,0.0
Soltu.DM.05G020460.1,PGSC0003DMC400060789,1e-39
Soltu.DM.04G025540.2,PGSC0003DMC400043080,0.0
Soltu.DM.06G022780.1,PGSC0003DMC400008576,0.0
Soltu.DM.05G009770.1,PGSC0003DMC400028018,1e-179
Soltu.DM.10G008380.1,PGSC0003DMC400048702,1e-172
Soltu.DM.05G003980.1,PGSC0003DMC400053215,2e-11
Soltu.DM.10G026190.1,PGSC0003DMC400048836,0.0
Soltu.DM.01G014660.1,PGSC0003DMC400056715,0.0
Soltu.DM.01G026870.1,PGSC0003DMC400011990,0.0
Soltu.DM.01G001990.1,PGSC0003DMC400055412,0.0
Soltu.DM.01G020740.1,PGSC0003DMC400056083,1e-149
Soltu.DM.06G012140.1,,Error
Soltu.DM.11G001390.1,PGSC0003DMC400023440,0.0
Soltu.DM.07G019490.1,PGSC0003DMC400031918,2e-16
Soltu.DM.10G014880.1,PGSC0003DMC400036931,4e-77
Soltu.DM.02G030610.4,PGSC0003DMC400002659,0.0
Soltu.DM.04G016240.1,PGSC0003DMC400027808,0.0
Soltu.DM.11G016550.1,PGSC0003DMC400045571,1e-121
Soltu.DM.02G023690.1,PGSC0003DMC400006379,0.0
Soltu.DM.10G015930.1,PGSC0003DMC400026425,0.0
Soltu.DM.08G005190.1,PGSC0003DMC400010378,0.0
Soltu.DM.07G028470.2,PGSC0003DMC400038243,0.0
Soltu.DM.02G015400.1,PGSC0003DMC400049453,0.0
Soltu.DM.01G001230.1,,Error
Soltu.DM.12G018320.1,PGSC0003DMC400022641,0.0
Soltu.DM.04G029760.1,PGSC0003DMC400022279,3e-11
Soltu.DM.12G003890.2,PGSC0003DMC400050965,0.0
Soltu.DM.01G006220.1,PGSC0003DMC400015309,0.0
Soltu.DM.01G001100.4,PGSC0003DMC400055257,0.0
Soltu.DM.08G004050.2,PGSC0003DMC400026577,0.0
Soltu.DM.03G019700.2,PGSC0003DMC400034481,0.0
Soltu.DM.06G011240.1,PGSC0003DMC400036494,5e-42
Soltu.DM.02G021130.1,PGSC0003DMC400044357,1e-177
Soltu.DM.01G050090.1,PGSC0003DMC400005650,0.0
Soltu.DM.02G017310.1,PGSC0003DMC400051759,0.0
Soltu.DM.06G030500.4,PGSC0003DMC400042072,0.0
Soltu.DM.07G028330.1,PGSC0003DMC400038257,1e-168
Soltu.DM.01G033020.1,PGSC0003DMC400000326,1e-77
Soltu.DM.02G028730.1,PGSC0003DMC400007206,0.0
Soltu.DM.01G021820.1,PGSC0003DMC400014808,0.0
Soltu.DM.11G002030.1,PGSC0003DMC400029677,0.0
Soltu.DM.02G019000.1,PGSC0003DMC400038712,0.0
Soltu.DM.02G007580.1,PGSC0003DMC400057441,0.0
Soltu.DM.04G012780.1,,Error
Soltu.DM.03G020660.1,PGSC0003DMC400068635,0.0
Soltu.DM.02G027000.1,PGSC0003DMC400053413,0.0
Soltu.DM.05G002450.1,PGSC0003DMC400001566,0.0
Soltu.DM.09G019900.1,PGSC0003DMC400033641,0.0
Soltu.DM.12G021930.1,PGSC0003DMC400002042,0.0
Soltu.DM.07G025490.1,PGSC0003DMC400033465,0.0
Soltu.DM.07G008410.1,PGSC0003DMC400057419,1e-124
Soltu.DM.05G012420.3,PGSC0003DMC400014933 Receptor serine-threonine protein kinase,0.0
Soltu.DM.12G007400.1,PGSC0003DMC400040153,0.0
Soltu.DM.02G001340.1,PGSC0003DMC400034449,0.0
Soltu.DM.03G030350.1,PGSC0003DMC400033948,0.0
Soltu.DM.10G002860.1,PGSC0003DMC400036851,0.0
Soltu.DM.06G028640.1,PGSC0003DMC400046904,0.0
Soltu.DM.10G023930.1,PGSC0003DMC400018510,0.0
Soltu.DM.02G012040.1,PGSC0003DMC400018308,0.0
Soltu.DM.07G025820.2,PGSC0003DMC400001966,0.0
Soltu.DM.07G000850.2,PGSC0003DMC400019801,0.0
Soltu.DM.05G010440.2,,Error
Soltu.DM.08G004800.3,PGSC0003DMC400010362,0.0
Soltu.DM.12G017990.1,PGSC0003DMC400024533,0.0
Soltu.DM.01G013530.1,PGSC0003DMC400019269,0.0
Soltu.DM.01G033670.4,PGSC0003DMC400000374,0.0
Soltu.DM.01G035380.1,PGSC0003DMC400000273,0.0
Soltu.DM.08G003130.1,PGSC0003DMC400041754,0.0
Soltu.DM.03G000050.2,PGSC0003DMC400023672,0.0
Soltu.DM.02G002170.1,PGSC0003DMC400025448,0.0
Soltu.DM.09G015190.2,PGSC0003DMC400037941,0.0
Soltu.DM.11G004270.1,PGSC0003DMC400013149,0.0
Soltu.DM.01G044680.1,,Error
Soltu.DM.03G008400.1,PGSC0003DMC400014047,9e-41
Soltu.DM.10G005210.1,PGSC0003DMC400044423,2e-26
Soltu.DM.10G008990.2,PGSC0003DMC400020851,0.0
Soltu.DM.11G023520.2,PGSC0003DMC400034203,0.0
Soltu.DM.S000010.1,,Error
Soltu.DM.10G003840.1,PGSC0003DMC400018650,0.0
Soltu.DM.10G020900.1,PGSC0003DMC400032734,0.0
Soltu.DM.06G026140.1,PGSC0003DMC400055789,0.0
Soltu.DM.06G009520.1,"PGSC0003DMC400014872 ATP synthase subunit alpha, chloroplastic",2e-97
Soltu.DM.06G029440.2,PGSC0003DMC400010446,0.0
Soltu.DM.09G001540.2,PGSC0003DMC400041973,0.0
Soltu.DM.04G006770.1,PGSC0003DMC400020369,0.0
Soltu.DM.02G034510.1,PGSC0003DMC400035062,0.0
Soltu.DM.11G014110.3,PGSC0003DMC400038133,1e-111
Soltu.DM.02G008950.1,PGSC0003DMC400002160,0.0
Soltu.DM.04G033430.3,PGSC0003DMC400013987,0.0
Soltu.DM.11G023700.1,PGSC0003DMC400068953,0.0
Soltu.DM.03G000620.2,PGSC0003DMC400023801,0.0
Soltu.DM.09G018460.1,PGSC0003DMC400062389,1e-173
Soltu.DM.04G030370.1,PGSC0003DMC400003822,0.0
Soltu.DM.02G016370.1,PGSC0003DMC400018080,0.0
Soltu.DM.10G014000.1,PGSC0003DMC400066934,0.0
Soltu.DM.01G039140.1,,Error
Soltu.DM.12G012730.1,PGSC0003DMC400061468,1e-180
Soltu.DM.02G015260.2,PGSC0003DMC400049441,0.0
Soltu.DM.09G013460.1,PGSC0003DMC400017919 Fibrillarin homolog,4e-54
Soltu.DM.06G031700.4,PGSC0003DMC400052943,0.0
Soltu.DM.05G003770.4,PGSC0003DMC400053146,0.0
Soltu.DM.01G005960.2,PGSC0003DMC400039333,0.0
Soltu.DM.09G015460.1,PGSC0003DMC400019404,7e-86
Soltu.DM.03G021320.1,PGSC0003DMC400001166,0.0
Soltu.DM.09G021610.2,PGSC0003DMC400018199,0.0
Soltu.DM.03G009950.1,PGSC0003DMC400039716,4e-74
Soltu.DM.12G010320.2,PGSC0003DMC400045958,0.0
Soltu.DM.05G012730.1,PGSC0003DMC400052710,2e-07
Soltu.DM.10G003830.1,PGSC0003DMC400018651,0.0
Soltu.DM.01G013520.1,PGSC0003DMC400068002,1e-151
Soltu.DM.04G033670.1,PGSC0003DMC400014026,0.0
Soltu.DM.05G019540.2,PGSC0003DMC400037528,0.0
Soltu.DM.02G028430.1,PGSC0003DMC400007141,0.0
Soltu.DM.10G008780.1,PGSC0003DMC400046753,3e-43
Soltu.DM.11G023450.1,,Error
Soltu.DM.12G014610.1,PGSC0003DMC400053649,5e-55
Soltu.DM.07G020230.1,PGSC0003DMC400016574,0.0
Soltu.DM.06G011900.1,PGSC0003DMC400047976,0.0
Soltu.DM.06G012570.1,PGSC0003DMC400037409,0.0
Soltu.DM.08G015280.1,PGSC0003DMC400004328,4e-17
Soltu.DM.08G007630.2,PGSC0003DMC400030932,0.0
Soltu.DM.05G007720.2,PGSC0003DMC400027327,0.0
Soltu.DM.01G019130.1,PGSC0003DMC400019429,1e-45
Soltu.DM.03G032370.1,PGSC0003DMC400024917,0.0
Soltu.DM.01G027250.1,PGSC0003DMC400012022,0.0
Soltu.DM.02G020260.1,PGSC0003DMC400028816,0.0
Soltu.DM.05G027150.1,PGSC0003DMC400040319,1e-175
Soltu.DM.03G030570.2,PGSC0003DMC400001219,0.0
Soltu.DM.09G015320.1,,Error
Soltu.DM.12G000900.1,PGSC0003DMC400009763 Cf-2.2,0.0
Soltu.DM.09G004090.1,PGSC0003DMC400004792,0.0
Soltu.DM.01G037770.1,PGSC0003DMC400038971,0.0
Soltu.DM.06G018430.1,PGSC0003DMC400046219,0.0
Soltu.DM.09G008840.1,PGSC0003DMC400011107,0.0
Soltu.DM.07G014590.1,PGSC0003DMC400001782,0.0
Soltu.DM.12G006730.1,PGSC0003DMC400031044,0.0
Soltu.DM.12G012990.1,PGSC0003DMC400007240,7e-13
Soltu.DM.03G029300.1,PGSC0003DMC400042650,0.0
Soltu.DM.09G007930.1,PGSC0003DMC400039988,0.0
Soltu.DM.01G013270.1,PGSC0003DMC400036277,3e-57
Soltu.DM.07G003560.1,PGSC0003DMC400053862,0.0
Soltu.DM.02G025190.1,PGSC0003DMC400027123,9e-19
Soltu.DM.04G021510.1,PGSC0003DMC400058618,0.0
Soltu.DM.06G033890.1,PGSC0003DMC400034985,0.0
Soltu.DM.09G024830.1,PGSC0003DMC400055478,0.0
Soltu.DM.04G006030.1,PGSC0003DMC400018786,4e-36
Soltu.DM.05G015360.1,PGSC0003DMC400037497,0.0
Soltu.DM.12G008220.1,PGSC0003DMC400008890,0.0
Soltu.DM.09G020350.6,PGSC0003DMC400033610,0.0
Soltu.DM.02G021750.1,PGSC0003DMC400012987,1e-108
Soltu.DM.06G026380.1,PGSC0003DMC400042297,1e-45
Soltu.DM.04G009980.1,PGSC0003DMC400026400,0.0
Soltu.DM.01G028560.1,PGSC0003DMC400050510,5e-26
Soltu.DM.07G026670.1,PGSC0003DMC400038440,1e-107
Soltu.DM.03G017190.4,PGSC0003DMC400025233,0.0
Soltu.DM.11G024210.1,PGSC0003DMC400032589,2e-87
Soltu.DM.02G024610.1,PGSC0003DMC400027160,1e-136
Soltu.DM.02G000160.1,,Error
Soltu.DM.10G008610.1,PGSC0003DMC400021750,0.0
Soltu.DM.08G002580.1,PGSC0003DMC400016875,0.0
Soltu.DM.03G018110.1,PGSC0003DMC400017980,0.0
Soltu.DM.06G025660.2,PGSC0003DMC400055811,0.0
Soltu.DM.01G045240.4,PGSC0003DMC400056072,0.0
Soltu.DM.03G037150.1,PGSC0003DMC400039697,0.0
Soltu.DM.05G017160.1,PGSC0003DMC400062070,4e-58
Soltu.DM.01G020680.1,PGSC0003DMC400011052,0.0
Soltu.DM.02G012470.2,PGSC0003DMC400036654,0.0
Soltu.DM.03G029090.1,PGSC0003DMC400042635,0.0
Soltu.DM.12G024280.1,PGSC0003DMC400033008,0.0
Soltu.DM.04G011540.3,PGSC0003DMC400022508,1e-175
Soltu.DM.01G030830.2,PGSC0003DMC400045099,0.0
Soltu.DM.07G001500.1,PGSC0003DMC400019867,0.0
Soltu.DM.02G033720.1,PGSC0003DMC400022399,0.0
Soltu.DM.09G023200.1,PGSC0003DMC400027119,1e-180
Soltu.DM.07G024840.1,PGSC0003DMC400033510,3e-45
Soltu.DM.01G011860.1,PGSC0003DMC400017041,1e-112
Soltu.DM.04G015000.6,PGSC0003DMC400031115,0.0
Soltu.DM.03G024440.1,PGSC0003DMC400046835,2e-32
Soltu.DM.12G020290.1,PGSC0003DMC400004004,0.0
Soltu.DM.10G005110.1,PGSC0003DMC400019147,3e-95
Soltu.DM.10G008050.1,,Error
Soltu.DM.06G031440.1,PGSC0003DMC400052765,0.0
Soltu.DM.02G012670.1,PGSC0003DMC400036747,0.0
Soltu.DM.10G017260.1,PGSC0003DMC400020375,1e-141
Soltu.DM.04G016210.1,PGSC0003DMC400013027,1e-142
Soltu.DM.01G013250.1,,Error
Soltu.DM.02G000650.1,PGSC0003DMC400004684,1e-168
Soltu.DM.05G009870.2,PGSC0003DMC400032429,0.0
Soltu.DM.07G008490.1,,Error
Soltu.DM.04G016830.1,,Error
Soltu.DM.06G014390.1,PGSC0003DMC400028479,0.0
Soltu.DM.02G015130.1,PGSC0003DMC400049547,0.0
Soltu.DM.06G012620.1,PGSC0003DMC400037406,0.0
Soltu.DM.09G027140.1,PGSC0003DMC400029967,0.0
Soltu.DM.03G010050.1,PGSC0003DMC400062691,1e-148
Soltu.DM.04G000310.2,PGSC0003DMC400003458,1e-100
Soltu.DM.11G001640.2,PGSC0003DMC400023415,0.0
Soltu.DM.04G010200.1,PGSC0003DMC400041508,0.0
