soltu_id,pgsc_id,evalue
Soltu.DM.10G016910.3,PGSC0003DMC400007884,0.0
Soltu.DM.12G019740.1,PGSC0003DMC400060482,0.0
Soltu.DM.03G017180.1,,Error
Soltu.DM.06G013080.1,PGSC0003DMC400045488,1e-09
Soltu.DM.08G024530.1,PGSC0003DMC400044505,2e-86
Soltu.DM.12G023760.1,PGSC0003DMC400050232,0.0
Soltu.DM.02G016810.1,PGSC0003DMC400054968,0.0
Soltu.DM.09G030430.2,PGSC0003DMC400054885,1e-179
Soltu.DM.09G013820.1,PGSC0003DMC400043073,1e-06
Soltu.DM.02G007030.2,PGSC0003DMC400041818,0.0
Soltu.DM.03G027660.1,PGSC0003DMC400042540,0.0
Soltu.DM.07G024140.1,PGSC0003DMC400065192,0.0
Soltu.DM.12G024490.1,PGSC0003DMC400035948,1e-161
Soltu.DM.12G003280.2,PGSC0003DMC400051226,2e-82
Soltu.DM.10G005180.1,PGSC0003DMC400019141 Secretory carrier membrane protein,0.0
Soltu.DM.12G023590.1,PGSC0003DMC400007649,0.0
Soltu.DM.01G018060.1,PGSC0003DMC400016567,2e-20
Soltu.DM.10G018150.1,PGSC0003DMC400029402,0.0
Soltu.DM.12G028540.1,PGSC0003DMC400013755,0.0
Soltu.DM.04G028370.1,PGSC0003DMC400047910,3e-84
Soltu.DM.06G026720.4,,Error
Soltu.DM.03G022110.1,PGSC0003DMC400032312,0.0
Soltu.DM.04G033530.1,PGSC0003DMC400014006,0.0
Soltu.DM.06G013730.2,PGSC0003DMC400034056,0.0
Soltu.DM.01G032300.1,PGSC0003DMC400048303,0.0
Soltu.DM.08G005650.2,PGSC0003DMC400025757,0.0
Soltu.DM.07G028220.1,PGSC0003DMC400038268,0.0
Soltu.DM.04G029070.1,PGSC0003DMC400016779,0.0
Soltu.DM.12G028450.2,PGSC0003DMC400013764,0.0
Soltu.DM.05G017250.1,PGSC0003DMC400009784,0.0
Soltu.DM.10G022890.1,PGSC0003DMC400019582,0.0
Soltu.DM.06G005770.1,PGSC0003DMC400016829,3e-75
Soltu.DM.08G008720.1,PGSC0003DMC400067156,1e-114
Soltu.DM.12G010470.3,PGSC0003DMC400013414,0.0
Soltu.DM.05G006110.1,PGSC0003DMC400039953,0.0
Soltu.DM.08G027420.1,PGSC0003DMC400058153,0.0
Soltu.DM.02G010550.1,PGSC0003DMC400012330,0.0
Soltu.DM.07G012610.2,PGSC0003DMC400023034,0.0
Soltu.DM.06G014600.1,PGSC0003DMC400028460,0.0
Soltu.DM.12G016270.1,,Error
Soltu.DM.09G014150.1,,Error
Soltu.DM.12G029640.1,PGSC0003DMC400026926,0.0
Soltu.DM.12G022660.1,PGSC0003DMC400024664,0.0
Soltu.DM.01G039780.1,PGSC0003DMC400042819,0.0
Soltu.DM.05G025150.1,PGSC0003DMC400040719,1e-177
Soltu.DM.03G034560.2,PGSC0003DMC400009872,0.0
Soltu.DM.02G001520.1,PGSC0003DMC400007618,2e-14
Soltu.DM.03G023350.1,PGSC0003DMC400016797,0.0
Soltu.DM.02G029370.1,,Error
Soltu.DM.12G030000.2,PGSC0003DMC400026963,0.0
Soltu.DM.12G013630.1,,Error
Soltu.DM.11G010510.1,,Error
Soltu.DM.08G005550.1,,Error
Soltu.DM.09G010820.1,,Error
Soltu.DM.09G024480.1,PGSC0003DMC400055460,0.0
Soltu.DM.08G028730.2,PGSC0003DMC400021490,0.0
Soltu.DM.01G011830.1,PGSC0003DMC400052612,0.0
Soltu.DM.06G031500.1,PGSC0003DMC400052769,1e-125
Soltu.DM.04G001120.1,PGSC0003DMC400030794,8e-54
Soltu.DM.04G027920.2,PGSC0003DMC400043475,0.0
Soltu.DM.04G022470.1,PGSC0003DMC400067045,0.0
Soltu.DM.03G028680.1,PGSC0003DMC400042403,1e-168
Soltu.DM.03G000470.1,,Error
Soltu.DM.03G011100.1,PGSC0003DMC400001861,0.0
Soltu.DM.04G014290.1,PGSC0003DMC400013611,0.0
Soltu.DM.07G000860.1,PGSC0003DMC400019796,0.0
Soltu.DM.05G006810.1,,Error
Soltu.DM.06G002670.1,PGSC0003DMC400004284,0.0
Soltu.DM.06G003070.1,PGSC0003DMC400007464,0.0
Soltu.DM.02G012580.3,PGSC0003DMC400036643,0.0
Soltu.DM.01G013540.1,PGSC0003DMC400000884,1e-109
Soltu.DM.11G025940.1,,Error
Soltu.DM.02G009480.1,PGSC0003DMC400043625,0.0
Soltu.DM.12G005900.1,PGSC0003DMC400027039,0.0
Soltu.DM.11G017190.3,PGSC0003DMC400033138,0.0
Soltu.DM.02G003710.1,PGSC0003DMC400063265,0.0
Soltu.DM.03G029720.1,PGSC0003DMC400042690,0.0
Soltu.DM.03G018630.1,PGSC0003DMC400018028,2e-80
Soltu.DM.12G023130.3,PGSC0003DMC400042099,0.0
Soltu.DM.05G021780.1,PGSC0003DMC400052434,0.0
Soltu.DM.10G030220.1,PGSC0003DMC400012775,0.0
Soltu.DM.09G024110.1,,Error
Soltu.DM.11G022860.2,,Error
Soltu.DM.06G005080.1,PGSC0003DMC400052340,0.0
Soltu.DM.02G021030.1,PGSC0003DMC400034274,0.0
Soltu.DM.01G044760.2,PGSC0003DMC400022256,0.0
Soltu.DM.01G033260.8,PGSC0003DMC400000072,0.0
Soltu.DM.09G027280.1,PGSC0003DMC400029958,0.0
Soltu.DM.07G025430.1,PGSC0003DMC400033472,0.0
Soltu.DM.11G025280.2,PGSC0003DMC400047620,0.0
Soltu.DM.08G019280.1,PGSC0003DMC400032959,0.0
Soltu.DM.07G011740.1,PGSC0003DMC400038123,0.0
Soltu.DM.09G005830.1,PGSC0003DMC400037382,0.0
Soltu.DM.03G007350.1,PGSC0003DMC400064136,1e-177
Soltu.DM.10G000440.1,PGSC0003DMC400019920,0.0
Soltu.DM.05G019730.1,PGSC0003DMC400056271,0.0
Soltu.DM.06G000530.1,PGSC0003DMC400025770,0.0
Soltu.DM.04G005460.1,PGSC0003DMC400055601,0.0
Soltu.DM.08G013420.1,PGSC0003DMC400050133,5e-22
Soltu.DM.05G009830.5,,Error
Soltu.DM.12G024690.1,PGSC0003DMC400001984,0.0
Soltu.DM.05G001060.2,PGSC0003DMC400049312,0.0
Soltu.DM.06G023890.1,PGSC0003DMC400061044,0.0
Soltu.DM.10G005300.1,PGSC0003DMC400009742,0.0
Soltu.DM.10G021830.1,PGSC0003DMC400014735,0.0
Soltu.DM.08G025660.1,PGSC0003DMC400048737,0.0
Soltu.DM.07G017640.1,PGSC0003DMC400050459 Glycine-rich cell wall structural protein 1,0.0
Soltu.DM.06G002490.1,PGSC0003DMC400035893,0.0
Soltu.DM.08G014390.1,PGSC0003DMC400067073,2e-26
Soltu.DM.05G024500.1,PGSC0003DMC400014844,0.0
Soltu.DM.08G029660.1,PGSC0003DMC400021449,0.0
Soltu.DM.10G017990.1,PGSC0003DMC400015455,0.0
Soltu.DM.04G022240.1,PGSC0003DMC400015298 Gene of unknown function,1e-15
Soltu.DM.12G010440.1,PGSC0003DMC400013392,0.0
Soltu.DM.02G015860.3,PGSC0003DMC400018084,0.0
Soltu.DM.02G033780.1,PGSC0003DMC400022403,0.0
Soltu.DM.01G029300.1,PGSC0003DMC400046564,0.0
Soltu.DM.01G009680.1,PGSC0003DMC400059210,0.0
Soltu.DM.02G017050.2,PGSC0003DMC400054993,0.0
Soltu.DM.01G016920.1,PGSC0003DMC400013599,1e-152
Soltu.DM.07G015040.1,PGSC0003DMC400030366,0.0
Soltu.DM.01G044440.5,PGSC0003DMC400022282,7e-61
Soltu.DM.11G008410.1,PGSC0003DMC400007095,1e-80
Soltu.DM.06G015490.1,PGSC0003DMC400020949,0.0
Soltu.DM.06G018910.1,PGSC0003DMC400029294,0.0
Soltu.DM.10G020980.1,PGSC0003DMC400054630,0.0
Soltu.DM.10G023760.3,PGSC0003DMC400019408,0.0
Soltu.DM.10G002030.1,PGSC0003DMC400043421,0.0
Soltu.DM.02G021430.1,PGSC0003DMC400063805,1e-130
Soltu.DM.08G018100.1,PGSC0003DMC400025994,0.0
Soltu.DM.06G028720.1,PGSC0003DMC400046899,0.0
Soltu.DM.01G039160.1,,Error
Soltu.DM.07G021790.1,PGSC0003DMC400023424,1e-138
Soltu.DM.04G035650.1,PGSC0003DMC400006675,1e-153
Soltu.DM.10G005810.1,PGSC0003DMC400033669,0.0
Soltu.DM.05G009750.1,PGSC0003DMC400040125,1e-169
Soltu.DM.01G036390.2,PGSC0003DMC400033833,0.0
Soltu.DM.08G019690.1,PGSC0003DMC400059169,0.0
Soltu.DM.06G008810.2,PGSC0003DMC400051695,0.0
Soltu.DM.04G029220.2,PGSC0003DMC400016766,0.0
Soltu.DM.03G032170.2,PGSC0003DMC400024911,0.0
Soltu.DM.03G030850.1,,Error
Soltu.DM.09G027170.1,PGSC0003DMC400012876,0.0
Soltu.DM.01G023360.2,PGSC0003DMC400011147,0.0
Soltu.DM.07G003210.1,,Error
Soltu.DM.01G016630.1,PGSC0003DMC400046222,0.0
Soltu.DM.06G023350.2,PGSC0003DMC400028931,0.0
Soltu.DM.04G006870.5,PGSC0003DMC400020310,0.0
Soltu.DM.03G000910.1,PGSC0003DMC400023752,0.0
Soltu.DM.12G028310.1,PGSC0003DMC400013856,0.0
Soltu.DM.11G013750.1,PGSC0003DMC400046670,0.0
Soltu.DM.08G001280.1,PGSC0003DMC400035660,0.0
Soltu.DM.11G006250.1,PGSC0003DMC400033846,0.0
Soltu.DM.08G019110.1,,Error
Soltu.DM.06G014740.2,PGSC0003DMC400028535 MATH domain-containing protein,0.0
Soltu.DM.10G026110.2,PGSC0003DMC400048847,0.0
Soltu.DM.02G011880.1,PGSC0003DMC400063304,1e-12
Soltu.DM.06G022680.2,PGSC0003DMC400008594,0.0
Soltu.DM.05G000320.3,PGSC0003DMC400049271,0.0
Soltu.DM.07G025340.1,PGSC0003DMC400033408,0.0
Soltu.DM.04G013830.1,PGSC0003DMC400002363,1e-38
Soltu.DM.11G005060.1,,Error
Soltu.DM.11G009320.1,PGSC0003DMC400010707,1e-173
Soltu.DM.08G015930.1,,Error
Soltu.DM.06G026410.1,PGSC0003DMC400055759,0.0
Soltu.DM.02G028970.2,PGSC0003DMC400027680,0.0
Soltu.DM.04G031140.1,PGSC0003DMC400062602,7e-45
Soltu.DM.10G030210.1,PGSC0003DMC400012736,0.0
Soltu.DM.03G016870.2,PGSC0003DMC400025217,0.0
Soltu.DM.01G048250.1,PGSC0003DMC400044767,0.0
Soltu.DM.08G001140.1,PGSC0003DMC400003337,0.0
Soltu.DM.05G025140.1,PGSC0003DMC400040720,1e-177
Soltu.DM.11G017400.1,,Error
Soltu.DM.12G021020.3,PGSC0003DMC400051895,0.0
Soltu.DM.09G027710.1,PGSC0003DMC400002692,0.0
Soltu.DM.11G020440.4,PGSC0003DMC400000879,0.0
Soltu.DM.03G031500.1,PGSC0003DMC400024982,0.0
Soltu.DM.02G031890.1,PGSC0003DMC400002363,0.0
Soltu.DM.04G018980.1,,Error
Soltu.DM.07G001020.1,PGSC0003DMC400019694,0.0
Soltu.DM.01G050050.1,PGSC0003DMC400057987,0.0
Soltu.DM.11G017160.1,PGSC0003DMC400011794,0.0
Soltu.DM.01G003130.1,PGSC0003DMC400057578,0.0
Soltu.DM.02G024090.2,,Error
Soltu.DM.12G003540.1,PGSC0003DMC400050944,0.0
Soltu.DM.05G020410.1,PGSC0003DMC400012403,0.0
Soltu.DM.05G005920.1,PGSC0003DMC400039947,1e-122
Soltu.DM.02G014240.1,PGSC0003DMC400005544,0.0
Soltu.DM.01G047510.1,PGSC0003DMC400067514,1e-24
Soltu.DM.01G040390.2,PGSC0003DMC400005050,2e-85
Soltu.DM.04G016000.1,PGSC0003DMC400003046,4e-70
Soltu.DM.01G025600.2,PGSC0003DMC400002083,0.0
Soltu.DM.09G011010.1,PGSC0003DMC400010845,3e-69
Soltu.DM.10G004360.1,PGSC0003DMC400037587,1e-32
Soltu.DM.04G014820.1,,Error
Soltu.DM.01G020600.1,PGSC0003DMC400011080,2e-17
Soltu.DM.09G008490.1,PGSC0003DMC400005825,1e-56
Soltu.DM.02G005290.1,,Error
Soltu.DM.01G001980.1,PGSC0003DMC400055409,6e-49
Soltu.DM.05G014670.1,PGSC0003DMC400067821,4e-16
Soltu.DM.06G013680.1,PGSC0003DMC400004202,0.0
Soltu.DM.04G035520.1,PGSC0003DMC400006670,0.0
Soltu.DM.01G023570.1,,Error
Soltu.DM.09G008630.2,PGSC0003DMC400011115,0.0
Soltu.DM.01G033160.1,PGSC0003DMC400060334,0.0
Soltu.DM.07G023880.1,PGSC0003DMC400024294,1e-174
Soltu.DM.05G011270.1,PGSC0003DMC400030491,0.0
Soltu.DM.04G022860.3,,Error
Soltu.DM.07G001890.2,PGSC0003DMC400047759 ATP binding protein,0.0
Soltu.DM.03G003370.1,PGSC0003DMC400060621,0.0
Soltu.DM.11G009120.1,PGSC0003DMC400030115,0.0
Soltu.DM.09G009120.2,PGSC0003DMC400011513,0.0
Soltu.DM.11G020430.1,PGSC0003DMC400000785,0.0
Soltu.DM.04G034830.1,PGSC0003DMC400029514,0.0
Soltu.DM.07G016980.1,PGSC0003DMC400002007,0.0
Soltu.DM.02G028670.1,PGSC0003DMC400048246,1e-59
Soltu.DM.01G004180.1,PGSC0003DMC400055183,5e-32
Soltu.DM.03G028760.1,PGSC0003DMC400042414,0.0
Soltu.DM.06G034030.1,PGSC0003DMC400034823,0.0
Soltu.DM.01G026930.1,,Error
Soltu.DM.05G025530.1,,Error
Soltu.DM.07G022250.1,PGSC0003DMC400030245,2e-10
Soltu.DM.10G015780.1,PGSC0003DMC400056300,0.0
Soltu.DM.12G014560.1,PGSC0003DMC400047474,3e-93
Soltu.DM.02G008190.1,PGSC0003DMC400005822,4e-06
Soltu.DM.10G006100.2,PGSC0003DMC400033730,0.0
Soltu.DM.04G013210.1,PGSC0003DMC400041928,0.0
Soltu.DM.07G003510.1,,Error
Soltu.DM.04G032400.1,PGSC0003DMC400027948,1e-116
Soltu.DM.10G028500.1,PGSC0003DMC400014346,1e-157
Soltu.DM.09G029250.1,PGSC0003DMC400045873,0.0
Soltu.DM.09G028130.2,PGSC0003DMC400020563,0.0
Soltu.DM.05G000700.1,PGSC0003DMC400049240,0.0
Soltu.DM.04G002190.1,PGSC0003DMC400062169,0.0
Soltu.DM.11G013380.3,PGSC0003DMC400054330,2e-46
Soltu.DM.04G005500.1,PGSC0003DMC400055602,0.0
Soltu.DM.02G011920.1,PGSC0003DMC400018253,0.0
Soltu.DM.03G036490.1,PGSC0003DMC400061972,0.0
Soltu.DM.03G014180.1,PGSC0003DMC400053885,1e-162
Soltu.DM.11G017040.1,PGSC0003DMC400064744,1e-104
Soltu.DM.07G011340.1,PGSC0003DMC400041801,1e-27
Soltu.DM.02G021960.1,PGSC0003DMC400024182,1e-170
Soltu.DM.04G030140.1,PGSC0003DMC400053672,0.0
Soltu.DM.03G005020.1,PGSC0003DMC400029163,0.0
Soltu.DM.04G029670.1,PGSC0003DMC400011358,0.0
Soltu.DM.01G000620.1,PGSC0003DMC400017173,1e-39
Soltu.DM.10G030380.1,PGSC0003DMC400012787,0.0
Soltu.DM.03G012560.1,PGSC0003DMC400029267,0.0
Soltu.DM.05G001990.1,PGSC0003DMC400043594,0.0
Soltu.DM.09G023290.2,PGSC0003DMC400020184,0.0
Soltu.DM.10G022950.2,PGSC0003DMC400019453,0.0
Soltu.DM.02G024660.1,PGSC0003DMC400006287,0.0
Soltu.DM.01G037760.1,PGSC0003DMC400018809,0.0
Soltu.DM.05G016750.1,PGSC0003DMC400060108,2e-97
Soltu.DM.04G031830.2,PGSC0003DMC400008835,0.0
Soltu.DM.05G008180.1,PGSC0003DMC400007349,0.0
Soltu.DM.08G030260.1,PGSC0003DMC400021624,0.0
Soltu.DM.06G033610.2,PGSC0003DMC400034997,0.0
Soltu.DM.12G000260.1,PGSC0003DMC400006143,0.0
Soltu.DM.01G010900.1,PGSC0003DMC400061005,0.0
Soltu.DM.09G031090.2,PGSC0003DMC400029011,0.0
Soltu.DM.01G016730.1,PGSC0003DMC400019951,3e-22
Soltu.DM.02G028120.1,PGSC0003DMC400043294,0.0
Soltu.DM.03G001380.1,PGSC0003DMC400046474,7e-91
Soltu.DM.05G015160.1,PGSC0003DMC400067309,0.0
Soltu.DM.05G022080.1,PGSC0003DMC400028010,0.0
Soltu.DM.05G021990.1,PGSC0003DMC400037812,0.0
Soltu.DM.09G008540.1,PGSC0003DMC400040219,0.0
Soltu.DM.02G029730.1,PGSC0003DMC400059680,0.0
Soltu.DM.01G014780.1,PGSC0003DMC400063278,4e-66
Soltu.DM.S000660.1,,Error
Soltu.DM.05G007930.1,PGSC0003DMC400007387,0.0
Soltu.DM.05G015640.1,PGSC0003DMC400065174,3e-75
Soltu.DM.02G025490.2,PGSC0003DMC400022480,0.0
Soltu.DM.06G019490.1,PGSC0003DMC400052084,2e-70
Soltu.DM.03G012040.1,PGSC0003DMC400043469,0.0
Soltu.DM.03G024370.3,PGSC0003DMC400026662,0.0
Soltu.DM.01G020530.1,,Error
Soltu.DM.05G018170.1,PGSC0003DMC400026368,0.0
Soltu.DM.11G009820.1,PGSC0003DMC400016272,0.0
Soltu.DM.11G002510.2,PGSC0003DMC400027497,2e-87
Soltu.DM.02G016470.1,PGSC0003DMC400039799,0.0
Soltu.DM.07G018030.1,PGSC0003DMC400058451,0.0
Soltu.DM.01G028120.1,PGSC0003DMC400011237,0.0
Soltu.DM.03G030240.1,PGSC0003DMC400033911,0.0
Soltu.DM.06G007100.1,PGSC0003DMC400038009,0.0
Soltu.DM.02G034090.1,PGSC0003DMC400035096,0.0
Soltu.DM.10G021520.1,PGSC0003DMC400015091,0.0
Soltu.DM.03G001130.1,PGSC0003DMC400048369,0.0
Soltu.DM.09G015890.1,PGSC0003DMC400061216,1e-178
Soltu.DM.02G022740.1,PGSC0003DMC400065765,1e-157
Soltu.DM.04G027440.1,PGSC0003DMC400013606,3e-58
Soltu.DM.01G052010.1,,Error
Soltu.DM.09G004820.1,PGSC0003DMC400065359,0.0
Soltu.DM.09G015380.1,,Error
Soltu.DM.09G006840.1,PGSC0003DMC400003607,0.0
Soltu.DM.12G023240.1,PGSC0003DMC400015372,0.0
Soltu.DM.04G007400.1,,Error
Soltu.DM.01G005100.1,PGSC0003DMC400065527,1e-167
Soltu.DM.08G011350.1,PGSC0003DMC400060083,0.0
Soltu.DM.09G028950.1,PGSC0003DMC400063004,5e-21
Soltu.DM.01G004880.2,PGSC0003DMC400054804,1e-162
Soltu.DM.02G017610.1,PGSC0003DMC400051722,0.0
Soltu.DM.08G029320.1,PGSC0003DMC400021464,0.0
Soltu.DM.04G022640.1,PGSC0003DMC400022672,0.0
Soltu.DM.03G008090.1,PGSC0003DMC400006063,0.0
Soltu.DM.04G025820.1,PGSC0003DMC400006644,2e-14
Soltu.DM.01G002920.1,PGSC0003DMC400036952,0.0
Soltu.DM.12G024820.1,PGSC0003DMC400002002,0.0
Soltu.DM.03G004930.2,PGSC0003DMC400029190,0.0
Soltu.DM.08G014210.1,PGSC0003DMC400044161,0.0
Soltu.DM.07G027550.1,PGSC0003DMC400038318,0.0
Soltu.DM.04G025100.1,PGSC0003DMC400023392,0.0
Soltu.DM.07G000220.4,PGSC0003DMC400005778,0.0
Soltu.DM.09G003980.1,PGSC0003DMC400004861 Ankyrin repeat domain-containing protein,0.0
Soltu.DM.12G005850.1,PGSC0003DMC400061893,0.0
Soltu.DM.07G023610.1,PGSC0003DMC400012543,0.0
Soltu.DM.12G003280.3,PGSC0003DMC400051226,2e-82
Soltu.DM.01G014420.1,PGSC0003DMC400041726,0.0
Soltu.DM.12G002800.1,PGSC0003DMC400013606,0.0
Soltu.DM.10G025220.1,,Error
Soltu.DM.03G024150.3,PGSC0003DMC400026770,0.0
Soltu.DM.03G032450.1,PGSC0003DMC400025076,0.0
Soltu.DM.03G027990.1,PGSC0003DMC400042346,0.0
Soltu.DM.08G014310.1,PGSC0003DMC400013501,0.0
Soltu.DM.05G020350.1,PGSC0003DMC400012410,1e-156
Soltu.DM.01G030560.1,PGSC0003DMC400021211,0.0
Soltu.DM.01G023200.1,PGSC0003DMC400011158,0.0
Soltu.DM.02G031600.2,PGSC0003DMC400002573,0.0
Soltu.DM.10G003170.1,,Error
Soltu.DM.02G016610.2,PGSC0003DMC400018954,0.0
Soltu.DM.03G014040.1,PGSC0003DMC400065030,0.0
Soltu.DM.05G017180.1,PGSC0003DMC400012796,2e-61
Soltu.DM.06G006860.1,PGSC0003DMC400031349,1e-102
Soltu.DM.03G033500.1,PGSC0003DMC400009952,0.0
Soltu.DM.07G018560.1,PGSC0003DMC400045385,0.0
Soltu.DM.03G020010.1,PGSC0003DMC400007700,0.0
Soltu.DM.09G025010.1,PGSC0003DMC400011447,0.0
Soltu.DM.10G026620.2,PGSC0003DMC400041003,0.0
Soltu.DM.10G003490.4,PGSC0003DMC400036789,0.0
Soltu.DM.05G005690.1,PGSC0003DMC400044311,0.0
Soltu.DM.06G023610.1,PGSC0003DMC400049650,0.0
Soltu.DM.04G029300.1,PGSC0003DMC400030964,0.0
Soltu.DM.12G019160.1,,Error
Soltu.DM.08G026530.1,PGSC0003DMC400028115,0.0
Soltu.DM.01G026710.1,,Error
Soltu.DM.01G051890.1,PGSC0003DMC400025864,0.0
Soltu.DM.05G000200.2,PGSC0003DMC400049394,0.0
Soltu.DM.10G015360.1,PGSC0003DMC400019508,1e-153
Soltu.DM.08G016710.1,PGSC0003DMC400056099,0.0
Soltu.DM.08G017940.1,PGSC0003DMC400060978,4e-52
Soltu.DM.03G017820.1,PGSC0003DMC400034677,0.0
Soltu.DM.01G051270.1,PGSC0003DMC400010936,0.0
Soltu.DM.08G021290.1,PGSC0003DMC400053754,0.0
Soltu.DM.04G029350.3,PGSC0003DMC400030958,0.0
Soltu.DM.07G017610.1,PGSC0003DMC400050446,0.0
Soltu.DM.06G028910.1,PGSC0003DMC400010565,0.0
Soltu.DM.10G027280.1,PGSC0003DMC400041058,0.0
Soltu.DM.09G025040.1,PGSC0003DMC400011444,0.0
Soltu.DM.12G006980.1,PGSC0003DMC400015027,0.0
Soltu.DM.12G008270.1,PGSC0003DMC400008892,2e-40
Soltu.DM.02G019150.1,PGSC0003DMC400024488,0.0
Soltu.DM.03G002350.1,PGSC0003DMC400009011,0.0
Soltu.DM.06G030540.3,PGSC0003DMC400042084,0.0
Soltu.DM.01G009290.1,PGSC0003DMC400001641,0.0
Soltu.DM.08G004600.1,PGSC0003DMC400057356,0.0
Soltu.DM.02G021330.1,PGSC0003DMC400031000,0.0
Soltu.DM.06G006460.1,PGSC0003DMC400027591,1e-151
Soltu.DM.06G028310.2,PGSC0003DMC400046747 Conserved gene of unknown function,0.0
Soltu.DM.08G017310.1,PGSC0003DMC400025542,1e-136
Soltu.DM.07G003760.1,PGSC0003DMC400034546 Conserved gene of unknown function,0.0
Soltu.DM.09G027630.2,PGSC0003DMC400002812,1e-180
Soltu.DM.12G004300.1,PGSC0003DMC400051004,0.0
Soltu.DM.03G018550.1,PGSC0003DMC400017946,0.0
Soltu.DM.12G004470.2,PGSC0003DMC400051184,0.0
Soltu.DM.03G029060.1,PGSC0003DMC400042634,0.0
Soltu.DM.04G035110.1,PGSC0003DMC400009170,0.0
Soltu.DM.03G014500.1,PGSC0003DMC400066342,0.0
Soltu.DM.07G022450.1,PGSC0003DMC400054155,0.0
Soltu.DM.10G006290.1,PGSC0003DMC400011521,0.0
Soltu.DM.02G026330.1,,Error
Soltu.DM.10G022890.2,PGSC0003DMC400019582,0.0
Soltu.DM.11G026000.1,PGSC0003DMC400051117,1e-82
Soltu.DM.06G029140.2,PGSC0003DMC400010545,0.0
Soltu.DM.09G009580.1,PGSC0003DMC400046238 Conserved gene of unknown function,0.0
Soltu.DM.02G026500.1,PGSC0003DMC400053373,0.0
Soltu.DM.09G012910.2,PGSC0003DMC400011603,0.0
Soltu.DM.07G004660.1,PGSC0003DMC400050071,1e-166
Soltu.DM.05G020260.1,PGSC0003DMC400012479,0.0
Soltu.DM.04G025500.1,PGSC0003DMC400062637,0.0
Soltu.DM.02G011640.2,PGSC0003DMC400044456,0.0
Soltu.DM.11G021640.1,PGSC0003DMC400013106,0.0
Soltu.DM.03G029810.1,PGSC0003DMC400063907,0.0
Soltu.DM.01G033640.1,PGSC0003DMC400039585,2e-07
Soltu.DM.07G027490.2,PGSC0003DMC400038329,0.0
Soltu.DM.05G004430.1,PGSC0003DMC400053199,0.0
Soltu.DM.02G004010.1,PGSC0003DMC400064851,1e-09
Soltu.DM.09G023300.1,PGSC0003DMC400020132,0.0
Soltu.DM.03G010640.1,,Error
Soltu.DM.06G019300.4,PGSC0003DMC400035542,0.0
Soltu.DM.03G010820.1,PGSC0003DMC400021020,1e-114
Soltu.DM.07G021470.8,PGSC0003DMC400010779,0.0
Soltu.DM.01G000720.1,,Error
Soltu.DM.02G026830.2,PGSC0003DMC400053308,0.0
Soltu.DM.08G000630.1,PGSC0003DMC400022066,0.0
Soltu.DM.11G013490.1,PGSC0003DMC400032731,1e-110
Soltu.DM.07G018570.1,PGSC0003DMC400045435,0.0
Soltu.DM.12G015560.1,PGSC0003DMC400032819,1e-103
Soltu.DM.01G008830.1,,Error
Soltu.DM.06G008430.1,PGSC0003DMC400026513,1e-135
Soltu.DM.11G007250.1,PGSC0003DMC400029696,0.0
Soltu.DM.02G028960.2,PGSC0003DMC400027684,1e-166
Soltu.DM.11G020800.1,PGSC0003DMC400066898,8e-38
Soltu.DM.03G016770.4,PGSC0003DMC400025125,0.0
Soltu.DM.03G020130.1,PGSC0003DMC400054945,0.0
Soltu.DM.09G030720.2,PGSC0003DMC400029080,0.0
Soltu.DM.04G001260.1,PGSC0003DMC400005144,0.0
Soltu.DM.02G024240.1,PGSC0003DMC400006337,0.0
Soltu.DM.03G016360.1,,Error
Soltu.DM.07G008000.2,PGSC0003DMC400040206,0.0
Soltu.DM.07G023380.1,PGSC0003DMC400012528,0.0
Soltu.DM.02G012750.1,PGSC0003DMC400036630,0.0
Soltu.DM.07G020610.4,PGSC0003DMC400035487,0.0
Soltu.DM.12G006640.1,PGSC0003DMC400003661,0.0
Soltu.DM.01G007620.5,,Error
Soltu.DM.03G001950.1,PGSC0003DMC400065225,5e-28
Soltu.DM.01G041820.1,PGSC0003DMC400023198,0.0
Soltu.DM.12G006400.1,PGSC0003DMC400028117,0.0
Soltu.DM.07G020100.3,PGSC0003DMC400046564,0.0
Soltu.DM.02G017680.1,PGSC0003DMC400051718,0.0
Soltu.DM.10G003860.2,PGSC0003DMC400018653,0.0
Soltu.DM.01G037280.1,PGSC0003DMC400033349,1e-85
Soltu.DM.02G018480.1,PGSC0003DMC400005770,1e-174
Soltu.DM.07G006270.2,PGSC0003DMC400011462,0.0
Soltu.DM.08G007790.1,PGSC0003DMC400044550,0.0
Soltu.DM.02G026210.1,,Error
Soltu.DM.09G007430.1,PGSC0003DMC400068524,0.0
Soltu.DM.03G020730.1,PGSC0003DMC400005681,0.0
Soltu.DM.12G027240.1,PGSC0003DMC400013803,0.0
Soltu.DM.06G012460.3,PGSC0003DMC400037439,0.0
Soltu.DM.04G031700.1,PGSC0003DMC400001309,3e-27
Soltu.DM.11G020960.2,PGSC0003DMC400000831,0.0
Soltu.DM.07G012720.1,PGSC0003DMC400048494,0.0
Soltu.DM.10G009380.1,PGSC0003DMC400061352,1e-145
Soltu.DM.01G001760.1,PGSC0003DMC400055399,0.0
Soltu.DM.09G021750.1,PGSC0003DMC400042009,0.0
Soltu.DM.10G024890.1,PGSC0003DMC400048952,0.0
Soltu.DM.07G025460.1,PGSC0003DMC400033405,0.0
Soltu.DM.09G007060.1,PGSC0003DMC400041358,0.0
